order_id,time_id,customer_id,product_id,geography_id,quantity,sales,profit,delivery_time
CA-2016-129693,1029,TC-20980,OFF-BI-10002954,TC-20980_98105,2,7.31,2.56,6
CA-2017-122504,1375,DB-13270,TEC-AC-10003289,DB-13270_94513,3,59.97,13.79,5
CA-2017-122504,1375,DB-13270,TEC-PH-10002468,DB-13270_94513,7,761.54,66.64,5
CA-2014-131051,324,TR-21325,FUR-FU-10001861,TR-21325_94122,3,58.2,28.52,4
CA-2017-140676,1319,BF-11080,OFF-PA-10004082,BF-11080_21215,5,39.9,19.95,3
CA-2017-140676,1319,BF-11080,OFF-AP-10000358,BF-11080_21215,7,90.86,26.35,3
CA-2017-140676,1319,BF-11080,OFF-PA-10004243,BF-11080_21215,5,94.85,45.53,3
CA-2015-120103,696,MS-17365,OFF-PA-10001295,MS-17365_85023,7,106.23,37.18,5
CA-2015-120103,696,MS-17365,TEC-PH-10002170,MS-17365_85023,2,111.98,11.2,5
CA-2015-120103,696,MS-17365,FUR-FU-10002885,MS-17365_85023,2,7.71,1.74,5
CA-2017-104647,1118,CK-12595,OFF-PA-10002870,CK-12595_90008,6,37.44,16.85,6
CA-2014-110352,316,ED-13885,OFF-LA-10003923,ED-13885_77036,2,23.68,8.88,6
CA-2016-140501,874,IM-15070,OFF-LA-10003510,IM-15070_10009,4,122.12,56.18,5
CA-2016-140501,874,IM-15070,OFF-LA-10000248,IM-15070_10009,5,18.45,8.67,5
CA-2016-140501,874,IM-15070,OFF-ST-10000060,IM-15070_10009,5,324.9,38.99,5
CA-2016-140501,874,IM-15070,OFF-PA-10003129,IM-15070_10009,3,146.73,68.96,5
CA-2016-140501,874,IM-15070,OFF-FA-10004076,IM-15070_10009,2,3.96,1.47,5
CA-2015-139290,637,MY-17380,OFF-LA-10004008,MY-17380_91730,2,5.76,2.65,4
CA-2017-166142,1260,MM-17260,OFF-BI-10004094,MM-17260_19805,3,26.55,13.01,4
CA-2017-166142,1260,MM-17260,FUR-TA-10004607,MM-17260_19805,3,310.44,-48.78,4
CA-2014-145926,310,MP-17470,FUR-CH-10004289,MP-17470_56560,5,479.9,81.58,4
CA-2015-149678,446,AW-10840,OFF-SU-10004498,AW-10840_87401,1,12.88,0.39,2
US-2015-164357,667,SF-20065,OFF-AR-10001177,SF-20065_28403,5,13.12,1.48,4
US-2016-146570,836,SN-20710,OFF-BI-10001718,SN-20710_39212,8,511.84,240.56,5
US-2016-146570,836,SN-20710,OFF-AR-10004602,SN-20710_39212,4,91.96,25.75,5
US-2016-146570,836,SN-20710,OFF-AR-10003856,SN-20710_39212,3,8.34,2.17,5
CA-2017-124401,1314,RD-19900,OFF-ST-10000649,RD-19900_97206,3,37.68,2.36,5
CA-2017-124401,1314,RD-19900,TEC-AC-10002926,RD-19900_97206,7,279.94,80.48,5
US-2014-140116,62,KT-16480,OFF-ST-10000078,KT-16480_80219,3,636.41,-15.91,7
US-2014-140116,62,KT-16480,OFF-AR-10001044,KT-16480_80219,4,83.17,9.36,7
CA-2014-123295,189,AH-10120,FUR-CH-10002372,AH-10120_85705,4,259.14,-25.91,0
CA-2017-167101,1147,BM-11650,OFF-PA-10000357,BM-11650_10009,4,221.92,106.52,4
CA-2017-167101,1147,BM-11650,TEC-AC-10001266,BM-11650_10009,2,26.0,11.7,4
US-2014-167633,262,BW-11200,OFF-PA-10004888,BW-11200_33437,3,15.55,5.44,5
US-2014-152723,258,HG-14965,OFF-BI-10003460,HG-14965_75150,1,0.88,-1.4,0
CA-2015-164882,642,SG-20080,OFF-PA-10000157,SG-20080_92374,1,19.98,9.39,0
CA-2015-164882,642,SG-20080,OFF-BI-10004519,SG-20080_92374,3,398.35,124.48,0
CA-2015-164882,642,SG-20080,OFF-AR-10004272,SG-20080_92374,3,5.04,1.26,0
CA-2015-164882,642,SG-20080,OFF-FA-10000585,SG-20080_92374,5,17.45,8.03,0
CA-2015-164882,642,SG-20080,FUR-CH-10004218,SG-20080_92374,4,323.14,20.2,0
CA-2015-164882,642,SG-20080,OFF-SU-10004231,SG-20080_92374,3,29.7,8.02,0
CA-2015-164882,642,SG-20080,TEC-PH-10001578,SG-20080_92374,4,1295.84,145.78,0
CA-2015-164882,642,SG-20080,OFF-ST-10003638,SG-20080_92374,2,46.84,12.65,0
CA-2015-164882,642,SG-20080,FUR-BO-10002213,SG-20080_92374,1,425.83,20.04,0
CA-2015-159786,624,RK-19300,FUR-TA-10001307,RK-19300_14609,1,209.67,-13.98,5
CA-2016-130267,961,SW-20245,OFF-PA-10002222,SW-20245_95207,7,159.88,73.54,4
CA-2017-155460,1167,RW-19630,OFF-PA-10002479,RW-19630_98105,1,5.28,2.38,2
CA-2017-155460,1167,RW-19630,OFF-BI-10003091,RW-19630_98105,5,895.92,302.37,2
US-2017-168690,1071,TS-21085,OFF-BI-10000145,TS-21085_32174,3,2.81,-1.97,6
CA-2017-158246,1377,JB-15400,FUR-CH-10003061,JB-15400_94086,3,215.98,-2.7,2
CA-2017-167381,1329,EH-14005,FUR-BO-10001972,EH-14005_48911,2,241.96,41.13,2
CA-2017-167381,1329,EH-14005,OFF-LA-10000134,EH-14005_48911,9,27.72,13.31,2
CA-2017-144862,1399,EH-14005,OFF-EN-10003040,EH-14005_19143,5,104.68,35.33,4
CA-2017-144862,1399,EH-14005,TEC-PH-10000923,EH-14005_19143,7,62.96,9.44,4
CA-2014-126032,164,BS-11665,TEC-AC-10000158,BS-11665_19143,3,86.38,1.08,5
CA-2015-134859,616,JK-16120,FUR-FU-10003623,JK-16120_19134,3,64.94,6.49,5
CA-2015-134859,616,JK-16120,OFF-PA-10001293,JK-16120_19134,4,20.74,7.26,5
US-2014-114188,131,RF-19345,OFF-AP-10000124,RF-19345_3820,4,33.28,9.32,2
US-2014-114188,131,RF-19345,OFF-AR-10004511,RF-19345_3820,9,38.52,11.94,2
US-2014-114188,131,RF-19345,FUR-FU-10000076,RF-19345_3820,7,139.86,60.14,2
CA-2015-156524,662,DL-12865,OFF-PA-10003883,DL-12865_10011,3,19.65,9.04,6
CA-2015-122210,672,WB-21850,OFF-BI-10003656,WB-21850_19134,3,152.99,-122.39,4
CA-2015-122210,672,WB-21850,OFF-FA-10000053,WB-21850_19134,7,10.58,-2.38,4
CA-2015-122210,672,WB-21850,TEC-PH-10002807,WB-21850_19134,4,94.92,15.82,4
CA-2015-156377,703,TB-21625,FUR-FU-10002364,TB-21625_75051,5,14.76,-11.44,5
CA-2015-156377,703,TB-21625,OFF-BI-10002954,TB-21625_75051,4,3.66,-5.85,5
US-2017-157896,1384,CB-12415,OFF-PA-10004092,CB-12415_10009,3,146.82,73.41,0
CA-2014-159520,148,GT-14635,OFF-BI-10003982,GT-14635_11561,9,149.54,50.47,5
CA-2014-159520,148,GT-14635,OFF-SU-10001664,GT-14635_11561,2,17.14,4.46,5
CA-2014-159520,148,GT-14635,FUR-TA-10003238,GT-14635_11561,3,991.76,-347.12,5
CA-2016-155481,943,DK-13225,OFF-PA-10004675,DK-13225_19140,6,30.48,9.91,4
CA-2016-155481,943,DK-13225,TEC-PH-10002293,DK-13225_19140,2,23.99,-4.8,4
CA-2016-155481,943,DK-13225,OFF-FA-10002780,DK-13225_19140,7,16.69,5.42,4
US-2016-152051,876,TS-21160,FUR-CH-10002965,TS-21160_17403,3,422.06,-18.09,4
US-2016-152051,876,TS-21160,OFF-BI-10004781,TS-21160_17403,4,38.09,-27.93,4
US-2016-152051,876,TS-21160,OFF-ST-10001713,TS-21160_17403,6,254.35,-50.87,4
CA-2014-141607,335,WB-21850,FUR-FU-10003975,WB-21850_94521,1,43.31,4.33,5
CA-2017-102771,1154,DO-13435,TEC-PH-10001536,DO-13435_10035,5,84.95,22.09,5
US-2017-139969,1387,AF-10870,FUR-CH-10001973,AF-10870_77840,3,233.06,-53.27,7
CA-2014-167360,317,RB-19435,TEC-AC-10001772,RB-19435_63116,7,111.79,43.6,5
CA-2015-123505,664,AR-10540,OFF-PA-10002586,AR-10540_2169,3,14.94,7.02,4
CA-2016-117282,894,DR-12880,OFF-BI-10004094,DR-12880_10009,2,14.16,5.13,4
US-2016-120460,821,BF-11170,FUR-FU-10004973,BF-11170_75081,3,22.61,-10.17,5
CA-2016-111115,905,LB-16735,OFF-FA-10000624,LB-16735_90032,6,21.48,10.74,2
CA-2014-124646,163,DV-13465,OFF-ST-10001097,DV-13465_55407,3,501.81,0.0,2
CA-2014-124646,163,DV-13465,OFF-ST-10001469,DV-13465_55407,3,161.94,9.72,2
CA-2017-148166,1358,NK-18490,OFF-AR-10004956,NK-18490_32725,4,17.86,2.01,5
CA-2016-159737,945,CS-11950,OFF-BI-10004236,CS-11950_60610,3,8.81,-14.97,6
CA-2016-141019,835,LH-17155,FUR-FU-10002937,LH-17155_45231,1,79.38,29.77,0
CA-2016-101938,709,DW-13480,OFF-AR-10003696,DW-13480_94601,1,34.58,10.03,5
CA-2017-166296,1136,KF-16285,OFF-PA-10004359,KF-16285_95336,3,314.55,150.98,6
CA-2016-154018,985,HA-14920,TEC-AC-10002402,HA-14920_78041,3,191.98,24.0,6
CA-2016-154018,985,HA-14920,OFF-PA-10000551,HA-14920_78041,2,8.29,3.0,6
CA-2016-154018,985,HA-14920,FUR-FU-10003394,HA-14920_78041,5,139.92,-150.41,6
CA-2016-154018,985,HA-14920,OFF-AR-10002067,HA-14920_78041,1,15.87,1.19,6
CA-2016-154018,985,HA-14920,OFF-BI-10004140,HA-14920_78041,7,6.29,-11.0,6
CA-2017-117870,1091,JH-15820,OFF-AR-10004078,JH-15820_44240,3,14.02,1.75,3
CA-2017-117870,1091,JH-15820,TEC-AC-10000927,JH-15820_44240,3,71.98,-9.0,3
CA-2017-117870,1091,JH-15820,TEC-PH-10003931,JH-15820_44240,3,107.98,-27.0,3
US-2017-137491,1387,LC-16930,FUR-CH-10004675,LC-16930_76903,2,305.31,-8.72,6
CA-2014-152296,202,IL-15100,OFF-BI-10004506,IL-15100_94122,3,19.75,6.91,2
CA-2016-112025,910,LS-16975,OFF-BI-10002353,LS-16975_77070,3,9.26,-13.9,5
CA-2015-132507,552,CC-12610,OFF-ST-10000943,CC-12610_77041,4,61.79,6.18,4
CA-2016-125738,987,PB-18805,OFF-PA-10000740,PB-18805_84106,2,45.68,21.01,6
CA-2016-125738,987,PB-18805,OFF-PA-10003001,PB-18805_84106,9,60.12,28.86,6
CA-2016-125738,987,PB-18805,OFF-BI-10001628,PB-18805_84106,5,41.72,13.04,6
CA-2016-125738,987,PB-18805,OFF-PA-10001509,PB-18805_84106,8,71.6,32.94,6
CA-2016-128818,828,CJ-12010,OFF-BI-10000309,CJ-12010_10009,7,85.23,30.9,4
CA-2016-128818,828,CJ-12010,OFF-LA-10003923,CJ-12010_10009,3,44.4,22.2,4
CA-2016-128818,828,CJ-12010,FUR-CH-10002084,CJ-12010_10009,4,442.76,59.04,4
CA-2016-128818,828,CJ-12010,TEC-MA-10000488,CJ-12010_10009,5,3999.95,1159.99,4
CA-2016-128818,828,CJ-12010,TEC-AC-10001767,CJ-12010_10009,5,199.95,21.99,4
CA-2016-128818,828,CJ-12010,FUR-FU-10001940,CJ-12010_10009,8,63.68,28.02,4
CA-2017-124576,1277,HK-14890,OFF-BI-10002735,HK-14890_93905,2,54.9,18.53,3
CA-2016-101378,894,RH-19600,TEC-AC-10002345,RH-19600_35810,2,29.0,7.25,0
CA-2017-143063,1286,IL-15100,OFF-EN-10003134,IL-15100_47201,6,70.08,35.04,5
CA-2017-143063,1286,IL-15100,FUR-FU-10003708,IL-15100_47201,2,121.3,25.47,5
CA-2017-143063,1286,IL-15100,TEC-PH-10003645,IL-15100_47201,9,1454.49,378.17,5
CA-2016-118913,876,AS-10240,OFF-AP-10000692,AS-10240_90049,3,60.81,17.03,4
CA-2016-128412,1043,AP-10915,OFF-BI-10001718,AP-10915_98105,3,153.55,51.82,7
CA-2016-128412,1043,AP-10915,OFF-AP-10002082,AP-10915_98105,3,65.34,22.87,7
CA-2016-128412,1043,AP-10915,OFF-PA-10001125,AP-10915_98105,4,123.92,55.76,7
CA-2016-128412,1043,AP-10915,OFF-AP-10000252,AP-10915_98105,3,35.1,12.28,7
CA-2016-128412,1043,AP-10915,TEC-AC-10003038,AP-10915_98105,5,44.75,8.5,7
CA-2016-136483,1034,AG-10390,OFF-AR-10000940,AG-10390_37918,2,4.7,0.41,5
CA-2014-163013,321,BF-11080,OFF-AR-10001954,BF-11080_36116,3,14.67,3.96,6
CA-2015-135363,431,CK-12205,OFF-PA-10003177,CK-12205_19120,3,15.55,5.44,5
CA-2015-135363,431,CK-12205,OFF-PA-10000533,CK-12205_19120,1,5.23,1.7,5
US-2014-165659,143,LT-17110,FUR-FU-10001935,LT-17110_72209,6,22.2,9.1,5
US-2014-165659,143,LT-17110,TEC-PH-10002563,LT-17110_72209,7,881.93,229.3,5
CA-2015-138002,588,BT-11305,OFF-BI-10002160,BT-11305_98103,2,6.1,2.13,6
CA-2015-138002,588,BT-11305,FUR-FU-10004748,BT-11305_98103,3,191.82,74.81,6
CA-2015-128860,522,SC-20725,FUR-FU-10001473,SC-20725_17602,1,20.1,1.76,6
CA-2016-164350,952,CG-12040,OFF-AR-10000538,CG-12040_37620,3,67.56,8.44,2
US-2014-103905,185,AW-10930,OFF-BI-10001098,AW-10930_60505,7,29.93,-46.39,6
US-2014-103905,185,AW-10930,TEC-PH-10001552,AW-10930_60505,4,38.27,3.83,6
CA-2015-129854,573,RB-19705,OFF-AR-10000390,RB-19705_10009,4,16.52,7.6,4
CA-2014-125556,307,ML-17410,TEC-PH-10001079,ML-17410_6824,7,832.93,233.22,2
CA-2014-125556,307,ML-17410,OFF-BI-10003460,ML-17410_6824,10,43.8,21.02,2
CA-2016-162313,1030,VB-21745,OFF-AP-10003842,VB-21745_48146,6,167.29,29.74,3
CA-2017-107874,1389,SW-20275,FUR-FU-10003535,SW-20275_10035,1,27.42,11.24,4
CA-2017-129378,1338,NS-18505,OFF-BI-10002012,NS-18505_95123,1,1.44,0.5,1
CA-2017-129378,1338,NS-18505,OFF-BI-10001922,NS-18505_95123,13,61.78,20.85,1
CA-2017-129378,1338,NS-18505,OFF-AP-10000576,NS-18505_95123,2,241.96,60.49,1
CA-2017-129378,1338,NS-18505,FUR-CH-10000553,NS-18505_95123,4,108.61,9.5,1
CA-2014-151953,252,DB-13555,OFF-AR-10003469,DB-13555_32216,2,2.82,0.99,5
CA-2017-130841,1273,MH-17620,OFF-BI-10000145,MH-17620_94110,4,9.98,3.62,4
CA-2017-130841,1273,MH-17620,OFF-ST-10001580,MH-17620_94110,1,14.98,4.19,4
CA-2017-130841,1273,MH-17620,TEC-PH-10001817,MH-17620_94110,4,1145.6,100.24,4
CA-2015-131884,678,DK-13375,TEC-PH-10001578,DK-13375_43302,2,485.94,-89.09,0
CA-2015-131884,678,DK-13375,OFF-AR-10004078,DK-13375_43302,8,37.38,4.67,0
CA-2015-131884,678,DK-13375,FUR-CH-10004860,DK-13375_43302,1,70.69,-24.24,0
CA-2017-121909,1276,EA-14035,OFF-PA-10003790,EA-14035_19134,3,54.82,17.82,5
CA-2016-106383,779,BT-11440,FUR-BO-10002202,BT-11440_80122,1,72.29,-98.8,2
CA-2017-130771,1274,LA-16780,OFF-FA-10003059,LA-16780_78745,2,2.9,0.47,5
CA-2017-130771,1274,LA-16780,TEC-PH-10002496,LA-16780_78745,1,124.79,15.6,5
CA-2016-139157,973,GM-14680,FUR-TA-10003238,GM-14680_10024,1,330.59,-115.71,4
CA-2014-128055,82,AA-10315,OFF-BI-10004390,AA-10315_94122,2,673.57,252.59,5
CA-2014-128055,82,AA-10315,OFF-AP-10002765,AA-10315_94122,2,52.98,14.83,5
CA-2017-157091,1241,DB-13405,FUR-FU-10000293,DB-13405_46350,5,526.45,31.59,5
CA-2017-132122,1254,JH-15820,OFF-ST-10003692,JH-15820_60610,5,228.92,14.31,5
CA-2015-123232,686,DJ-13630,TEC-PH-10001051,DJ-13630_97206,4,319.97,36.0,2
CA-2017-104066,1403,QJ-19255,TEC-AC-10001013,QJ-19255_5408,7,205.03,67.66,5
CA-2015-145849,597,CT-11995,OFF-ST-10000025,CT-11995_46203,2,190.86,11.45,2
CA-2015-145849,597,CT-11995,OFF-AR-10000817,CT-11995_46203,8,24.32,8.27,2
CA-2016-122322,895,RH-19510,OFF-SU-10000952,RH-19510_84604,5,44.4,12.43,6
CA-2017-166849,1174,SJ-20125,FUR-FU-10004597,SJ-20125_60610,2,44.4,-52.17,6
CA-2016-146633,1018,TG-21310,OFF-BI-10003527,TG-21310_90049,1,1016.79,381.3,2
CA-2016-146633,1018,TG-21310,OFF-BI-10002982,TG-21310_90049,7,38.14,13.35,2
US-2016-126893,1029,CT-11995,TEC-PH-10004165,CT-11995_19134,3,494.98,-115.5,5
CA-2017-103380,1389,BF-11005,OFF-ST-10003442,BF-11005_91104,2,56.56,15.27,4
CA-2017-103380,1389,BF-11005,OFF-AR-10003856,BF-11005_91104,2,5.56,1.45,4
CA-2017-103380,1389,BF-11005,OFF-FA-10004248,BF-11005_91104,2,9.02,3.52,4
CA-2017-103380,1389,BF-11005,OFF-AP-10001492,BF-11005_91104,1,8.62,2.24,4
CA-2017-103380,1389,BF-11005,TEC-PH-10004165,BF-11005_91104,3,659.98,49.5,4
CA-2015-116092,392,JM-16195,OFF-PA-10004285,JM-16195_90004,2,13.36,6.41,3
CA-2015-116092,392,JM-16195,OFF-BI-10001628,JM-16195_90004,5,41.72,13.04,3
CA-2015-116092,392,JM-16195,OFF-BI-10000546,JM-16195_90004,5,11.52,4.18,3
CA-2015-116092,392,JM-16195,OFF-AP-10001391,JM-16195_90004,6,541.44,157.02,3
CA-2015-116092,392,JM-16195,OFF-PA-10000477,JM-16195_90004,3,19.44,9.33,3
CA-2016-117849,806,JK-16120,OFF-PA-10004327,JK-16120_92105,3,143.7,68.98,2
CA-2015-169201,610,HG-14965,OFF-AP-10000696,HG-14965_94110,3,43.26,14.28,3
CA-2015-169201,610,HG-14965,OFF-AP-10002082,HG-14965_94110,2,43.56,15.25,3
CA-2016-164091,959,LA-16780,TEC-PH-10001944,LA-16780_4401,3,437.85,131.35,5
CA-2016-164091,959,LA-16780,FUR-FU-10004952,LA-16780_4401,2,109.48,33.94,5
CA-2017-105214,1231,TS-21610,FUR-CH-10000015,TS-21610_94122,7,1212.96,90.97,3
CA-2017-105214,1231,TS-21610,OFF-PA-10001776,TS-21610_94122,2,18.54,8.71,3
CA-2015-117611,650,MZ-17335,OFF-FA-10002280,MZ-17335_92024,1,5.0,2.4,2
CA-2015-117611,650,MZ-17335,TEC-AC-10002049,MZ-17335_92024,3,371.97,66.95,2
US-2015-137960,690,MW-18220,TEC-AC-10002253,MW-18220_10035,1,166.24,24.94,0
CA-2017-122994,1101,MV-17485,FUR-BO-10004015,MV-17485_22204,3,359.97,79.19,3
CA-2016-131065,1017,AA-10375,TEC-AC-10004145,AA-10375_30318,2,499.98,115.0,2
CA-2016-131065,1017,AA-10375,OFF-PA-10002479,AA-10375_30318,1,5.28,2.38,2
CA-2016-131065,1017,AA-10375,OFF-BI-10004970,AA-10375_30318,2,8.26,3.88,2
CA-2017-149146,1349,SM-20320,OFF-PA-10003919,SM-20320_28110,2,7.97,2.69,0
CA-2017-137470,1324,TP-21415,OFF-PA-10002001,TP-21415_98115,2,12.96,6.35,0
CA-2017-105480,1418,DK-13225,OFF-PA-10002787,DK-13225_14609,1,6.48,3.11,6
CA-2017-105480,1418,DK-13225,OFF-BI-10003291,DK-13225_14609,1,6.98,2.36,6
CA-2017-164917,1400,MK-17905,OFF-AR-10004344,MK-17905_33180,5,47.96,4.2,5
CA-2015-102036,603,CS-12130,OFF-ST-10003123,CS-12130_98105,6,199.74,47.94,6
CA-2015-142944,409,JL-15850,FUR-FU-10000308,JL-15850_94122,7,435.26,95.76,5
CA-2015-142944,409,JL-15850,TEC-CO-10003763,JL-15850_94122,2,1119.98,377.99,5
CA-2014-157882,265,AR-10405,FUR-TA-10001866,AR-10405_90036,1,143.43,3.59,5
CA-2014-157882,265,AR-10405,FUR-CH-10002774,AR-10405_90036,3,122.35,13.76,5
CA-2014-104283,168,LM-17065,OFF-ST-10004337,LM-17065_38671,5,306.2,0.0,4
CA-2014-104283,168,LM-17065,FUR-TA-10001039,LM-17065_38671,1,85.98,22.35,4
CA-2014-104283,168,LM-17065,TEC-AC-10000109,LM-17065_38671,4,223.96,53.75,4
CA-2017-142622,1367,JK-15625,FUR-CH-10003833,JK-15625_98115,2,97.57,-6.1,3
CA-2017-142622,1367,JK-15625,FUR-CH-10004289,JK-15625_98115,8,614.27,-23.04,3
CA-2017-142622,1367,JK-15625,FUR-BO-10004467,JK-15625_98115,2,199.98,38.0,3
CA-2016-132143,945,FM-14215,OFF-PA-10002713,FM-14215_6457,7,48.16,22.15,2
CA-2015-153108,408,SF-20200,TEC-PH-10001552,SF-20200_47362,2,23.92,6.7,4
CA-2015-153108,408,SF-20200,OFF-AP-10002222,SF-20200_47362,7,60.69,16.39,4
CA-2016-112676,826,PJ-18835,OFF-PA-10003971,PJ-18835_37130,3,14.35,5.2,3
CA-2017-165687,1385,CS-12355,OFF-AP-10004036,CS-12355_24153,2,35.04,12.26,6
US-2017-112928,1216,BB-10990,OFF-AP-10002287,BB-10990_43615,5,17.48,1.31,4
CA-2017-143343,1225,BW-11200,OFF-AR-10002375,BW-11200_90032,5,16.4,4.76,3
CA-2017-115154,1072,RS-19420,FUR-TA-10001950,RS-19420_98115,2,892.98,80.37,3
CA-2015-149342,453,TS-21160,TEC-PH-10001557,TS-21160_31907,3,287.97,77.75,5
CA-2015-149342,453,TS-21160,FUR-FU-10002937,TS-21160_31907,6,595.38,297.69,5
CA-2015-149342,453,TS-21160,OFF-PA-10001166,TS-21160_31907,2,12.96,6.22,5
CA-2015-130995,643,QJ-19255,TEC-PH-10000347,QJ-19255_10009,1,4.95,1.34,5
CA-2017-127929,1421,FM-14215,FUR-FU-10003708,FM-14215_6457,3,181.95,38.21,4
CA-2015-113145,643,VD-21670,OFF-PA-10002659,VD-21670_10011,4,13.52,6.22,4
CA-2015-113145,643,VD-21670,FUR-FU-10000965,VD-21670_10011,5,259.7,106.48,4
CA-2015-113145,643,VD-21670,TEC-PH-10001527,VD-21670_10011,1,42.95,1.29,4
CA-2015-113145,643,VD-21670,TEC-AC-10001838,VD-21670_10011,7,1399.93,601.97,4
CA-2015-113145,643,VD-21670,TEC-PH-10002597,VD-21670_10011,4,503.96,125.99,4
CA-2014-162362,307,JL-15505,OFF-BI-10000756,JL-15505_48640,3,12.72,6.36,4
CA-2014-162362,307,JL-15505,OFF-BI-10000546,JL-15505_48640,4,11.52,5.64,4
CA-2016-106558,719,DL-13495,TEC-AC-10001142,DL-13495_31907,4,316.0,31.6,4
CA-2017-157931,1324,MO-17800,FUR-CH-10000785,MO-17800_30076,4,723.92,188.22,5
CA-2017-157931,1324,MO-17800,OFF-PA-10000474,MO-17800_30076,3,106.32,49.97,5
CA-2016-115574,1056,BP-11185,FUR-BO-10003441,BP-11185_60623,2,141.37,-14.14,1
CA-2015-160794,558,MS-17980,OFF-PA-10004156,MS-17980_77041,3,27.22,9.87,2
CA-2017-116225,1373,SV-20935,TEC-AC-10001432,SV-20935_10009,5,390.75,171.93,4
US-2017-120418,1226,BC-11125,FUR-CH-10001394,BC-11125_85345,1,280.79,35.1,1
US-2017-120418,1226,BC-11125,OFF-ST-10002370,BC-11125_85345,4,68.45,7.7,1
US-2017-120418,1226,BC-11125,OFF-AR-10002956,BC-11125_85345,5,88.04,6.6,1
US-2017-120418,1226,BC-11125,OFF-AR-10001955,BC-11125_85345,1,15.87,1.98,1
US-2017-120418,1226,BC-11125,OFF-ST-10001809,BC-11125_85345,3,215.59,-48.51,1
CA-2017-122035,1265,EM-13825,OFF-LA-10004093,EM-13825_57103,2,14.62,6.87,5
CA-2017-122035,1265,EM-13825,OFF-AP-10002118,EM-13825_57103,2,416.32,112.41,5
CA-2017-122035,1265,EM-13825,OFF-BI-10000404,EM-13825_57103,5,43.0,20.21,5
CA-2017-122035,1265,EM-13825,FUR-CH-10003833,EM-13825_57103,3,182.94,27.44,5
CA-2017-122035,1265,EM-13825,OFF-BI-10002072,EM-13825_57103,7,60.83,30.42,5
CA-2017-122035,1265,EM-13825,TEC-AC-10003095,EM-13825_57103,3,389.97,132.59,5
CA-2015-117828,695,BD-11500,OFF-AP-10001563,BD-11500_23223,4,194.32,56.35,3
CA-2017-165491,1143,HW-14935,TEC-AC-10000358,HW-14935_98115,7,265.93,63.82,4
CA-2015-109470,703,KC-16255,OFF-BI-10004492,KC-16255_42420,3,94.74,44.53,3
CA-2015-109470,703,KC-16255,OFF-BI-10001072,KC-16255_42420,4,60.64,27.89,3
CA-2015-109470,703,KC-16255,OFF-BI-10003707,KC-16255_42420,5,76.3,38.15,3
CA-2015-109470,703,KC-16255,OFF-BI-10000977,KC-16255_42420,12,364.8,167.81,3
CA-2015-105102,597,BM-11575,OFF-BI-10002082,BM-11575_10035,3,79.87,29.95,4
CA-2015-105102,597,BM-11575,FUR-BO-10004709,BM-11575_10035,1,46.38,1.16,4
CA-2015-105102,597,BM-11575,OFF-PA-10002365,BM-11575_10035,2,12.96,6.22,4
CA-2017-138422,1330,KN-16705,OFF-EN-10004147,KN-16705_80525,3,14.35,5.2,3
US-2015-147739,697,JD-16150,FUR-FU-10001468,JD-16150_19140,4,547.14,-68.39,4
CA-2016-155187,966,LA-16780,OFF-ST-10000642,LA-16780_90004,2,41.96,2.94,2
CA-2016-155187,966,LA-16780,OFF-PA-10000380,LA-16780_90004,5,41.7,20.85,2
CA-2017-169285,1144,RW-19690,OFF-PA-10004071,RW-19690_47905,5,277.4,133.15,4
CA-2017-169285,1144,RW-19690,OFF-PA-10004971,RW-19690_47905,1,5.78,2.83,4
CA-2014-140886,262,KW-16570,OFF-AP-10000696,KW-16570_37042,6,69.22,11.25,4
CA-2017-152695,1408,CC-12220,OFF-EN-10004030,CC-12220_6824,3,10.86,5.1,0
CA-2017-152695,1408,CC-12220,OFF-AP-10000026,CC-12220_6824,7,426.79,123.77,0
CA-2014-110639,224,RH-19495,OFF-PA-10003936,RH-19495_10009,4,25.92,12.44,0
CA-2014-110639,224,RH-19495,OFF-PA-10004530,RH-19495_10009,4,45.92,22.5,0
CA-2014-121727,220,JK-15625,OFF-AR-10004930,JK-15625_43229,2,10.72,1.74,5
CA-2016-137736,1013,DC-13285,OFF-AR-10004999,DC-13285_31088,7,41.86,10.46,5
US-2014-143231,354,GM-14455,FUR-FU-10002501,GM-14455_2038,5,63.2,23.38,3
US-2014-143231,354,GM-14455,TEC-AC-10000358,GM-14455_2038,3,113.97,27.35,3
US-2014-155894,197,CL-11890,OFF-ST-10004804,CL-11890_60623,3,123.55,-29.34,4
CA-2016-119025,753,PV-18985,OFF-AP-10001205,PV-18985_53209,9,490.32,137.29,6
CA-2016-159373,773,LT-17110,OFF-PA-10000659,LT-17110_78207,5,70.08,24.53,5
CA-2016-159373,773,LT-17110,OFF-BI-10004141,LT-17110_78207,2,1.27,-2.16,5
CA-2016-159373,773,LT-17110,FUR-TA-10004619,LT-17110_78207,5,557.58,0.0,5
CA-2017-109701,1400,AM-10360,OFF-BI-10004187,AM-10360_90032,6,9.02,3.16,1
CA-2017-109701,1400,AM-10360,OFF-BI-10000632,AM-10360_90032,2,69.46,22.57,1
CA-2017-109701,1400,AM-10360,OFF-PA-10003724,AM-10360_90032,2,10.86,5.32,1
CA-2017-109701,1400,AM-10360,OFF-AP-10002765,AM-10360_90032,3,79.47,22.25,1
CA-2017-109701,1400,AM-10360,OFF-AR-10001868,AM-10360_90032,6,10.08,5.04,1
