geography_id,country,city,state,postal_code,region
CM-12385_29406,United States,North Charleston,South Carolina,29406,South
CS-12400_95123,United States,San Jose,California,95123,West
DB-13405_10011,United States,New York City,New York,10011,East
JG-15160_7060,United States,Plainfield,New Jersey,7060,East
SC-20380_98115,United States,Seattle,Washington,98115,West
CS-12460_10009,United States,New York City,New York,10009,East
MK-18160_23602,United States,Newport News,Virginia,23602,South
CM-11935_28314,United States,Fayetteville,North Carolina,28314,South
PF-19225_90032,United States,Los Angeles,California,90032,West
GM-14695_90036,United States,Los Angeles,California,90036,West
DC-12850_10011,United States,New York City,New York,10011,East
FO-14305_75220,United States,Dallas,Texas,75220,Central
AH-10210_98105,United States,Seattle,Washington,98105,West
KN-16705_98105,United States,Seattle,Washington,98105,West
CB-12535_19711,United States,Newark,Delaware,19711,East
TB-21250_10024,United States,New York City,New York,10024,East
KD-16345_90049,United States,Los Angeles,California,90049,West
JM-15865_14701,United States,Jamestown,New York,14701,East
KT-16480_77095,United States,Houston,Texas,77095,Central
SC-20575_46544,United States,Mishawaka,Indiana,46544,Central
BS-11800_92037,United States,San Diego,California,92037,West
BT-11395_94109,United States,San Francisco,California,94109,West
DC-12850_33178,United States,Miami,Florida,33178,South
LS-17200_60076,United States,Skokie,Illinois,60076,Central
RR-19315_94110,United States,San Francisco,California,94110,West
KL-16645_94122,United States,San Francisco,California,94122,West
RB-19435_77070,United States,Houston,Texas,77070,Central
MY-17380_90045,United States,Los Angeles,California,90045,West
AW-10930_73120,United States,Oklahoma City,Oklahoma,73120,Central
KW-16570_71203,United States,Monroe,Louisiana,71203,South
DB-12910_33614,United States,Tampa,Florida,33614,South
BB-11545_60623,United States,Chicago,Illinois,60623,Central
NP-18700_43402,United States,Bowling Green,Ohio,43402,East
PB-19105_77095,United States,Houston,Texas,77095,Central
DW-13585_7090,United States,Westfield,New Jersey,7090,East
CD-12790_73120,United States,Oklahoma City,Oklahoma,73120,Central
TT-21220_77041,United States,Houston,Texas,77041,Central
DB-12910_33311,United States,Fort Lauderdale,Florida,33311,South
DJ-13510_72209,United States,Little Rock,Arkansas,72209,South
DL-13495_19120,United States,Philadelphia,Pennsylvania,19120,East
LO-17170_92253,United States,La Quinta,California,92253,West
SV-20365_44105,United States,Cleveland,Ohio,44105,East
EM-13810_94122,United States,San Francisco,California,94122,West
KD-16615_85254,United States,Scottsdale,Arizona,85254,West
NB-18580_19134,United States,Philadelphia,Pennsylvania,19134,East
AP-10720_2148,United States,Malden,Massachusetts,2148,East
JE-15745_95123,United States,San Jose,California,95123,West
JM-15865_85023,United States,Phoenix,Arizona,85023,West
AB-10105_42420,United States,Henderson,Kentucky,42420,South
PN-18775_29203,United States,Columbia,South Carolina,29203,South
JC-15775_32303,United States,Tallahassee,Florida,32303,South
PF-19165_10035,United States,New York City,New York,10035,East
BW-11110_77070,United States,Houston,Texas,77070,Central
BP-11185_33065,United States,Coral Springs,Florida,33065,South
TM-21010_84057,United States,Orem,Utah,84057,West
MB-17305_37211,United States,Nashville,Tennessee,37211,South
HR-14830_10009,United States,New York City,New York,10009,East
BD-11635_42104,United States,Bowling Green,Kentucky,42104,South
SF-20200_98226,United States,Bellingham,Washington,98226,West
SP-20620_10011,United States,New York City,New York,10011,East
DR-12880_43055,United States,Newark,Ohio,43055,East
VM-21685_60098,United States,Woodstock,Illinois,60098,Central
CM-12235_75007,United States,Carrollton,Texas,75007,Central
SM-20320_47905,United States,Lafayette,Indiana,47905,Central
RA-19885_31907,United States,Columbus,Georgia,31907,South
SD-20485_22304,United States,Alexandria,Virginia,22304,South
CS-12250_76117,United States,Haltom City,Texas,76117,Central
RA-19285_10024,United States,New York City,New York,10024,East
BF-11005_90004,United States,Los Angeles,California,90004,West
SE-20110_60090,United States,Wheeling,Illinois,60090,Central
RS-19765_29483,United States,Summerville,South Carolina,29483,South
BM-11650_47201,United States,Columbus,Indiana,47201,Central
SK-19990_10024,United States,New York City,New York,10024,East
EN-13780_10035,United States,New York City,New York,10035,East
KN-16450_32216,United States,Jacksonville,Florida,32216,South
MG-17890_92024,United States,San Diego,California,92024,West
MC-17590_76017,United States,Arlington,Texas,76017,Central
BO-11350_90045,United States,Los Angeles,California,90045,West
AG-10300_90049,United States,Los Angeles,California,90049,West
MS-17365_94110,United States,San Francisco,California,94110,West
JM-15655_88220,United States,Carlsbad,New Mexico,88220,West
MC-17635_63116,United States,Saint Louis,Missouri,63116,Central
TA-21385_10024,United States,New York City,New York,10024,East
SB-20290_45503,United States,Springfield,Ohio,45503,East
AB-10150_74133,United States,Tulsa,Oklahoma,74133,Central
JF-15295_98103,United States,Seattle,Washington,98103,West
BF-10975_28314,United States,Fayetteville,North Carolina,28314,South
TT-21265_90045,United States,Los Angeles,California,90045,West
SB-20170_10035,United States,New York City,New York,10035,East
LM-17065_71901,United States,Hot Springs,Arkansas,71901,South
KA-16525_60505,United States,Aurora,Illinois,60505,Central
BF-11170_27604,United States,Raleigh,North Carolina,27604,South
TB-21400_74133,United States,Tulsa,Oklahoma,74133,Central
SH-19975_92345,United States,Hesperia,California,92345,West
AS-10225_84604,United States,Provo,Utah,84604,West
PK-19075_94110,United States,San Francisco,California,94110,West
HR-14830_85234,United States,Gilbert,Arizona,85234,West
DG-13300_10035,United States,New York City,New York,10035,East
CL-12700_65807,United States,Springfield,Missouri,65807,Central
HF-14995_38109,United States,Memphis,Tennessee,38109,South
HG-15025_79109,United States,Amarillo,Texas,79109,Central
NL-18310_90045,United States,Los Angeles,California,90045,West
RR-19525_1852,United States,Lowell,Massachusetts,1852,East
TC-21295_92024,United States,San Diego,California,92024,West
DB-13615_28806,United States,Asheville,North Carolina,28806,South
SV-20785_81001,United States,Pueblo,Colorado,81001,West
MH-18115_49201,United States,Jackson,Michigan,49201,Central
CT-11995_90004,United States,Los Angeles,California,90004,West
KB-16315_27360,United States,Thomasville,North Carolina,27360,South
RA-19285_61604,United States,Peoria,Illinois,61604,Central
YC-21895_90032,United States,Los Angeles,California,90032,West
RA-19915_60653,United States,Chicago,Illinois,60653,Central
CM-12160_19134,United States,Philadelphia,Pennsylvania,19134,East
CS-12130_80112,United States,Englewood,Colorado,80112,West
AJ-10795_98115,United States,Seattle,Washington,98115,West
DL-12865_33012,United States,Hialeah,Florida,33012,South
BE-11410_43130,United States,Lancaster,Ohio,43130,East
SM-20320_32216,United States,Jacksonville,Florida,32216,South
RP-19390_21215,United States,Baltimore,Maryland,21215,East
JD-16015_10009,United States,New York City,New York,10009,East
AB-10255_88220,United States,Carlsbad,New Mexico,88220,West
CC-12145_90049,United States,Los Angeles,California,90049,West
GH-14425_32216,United States,Jacksonville,Florida,32216,South
CP-12085_44107,United States,Lakewood,Ohio,44107,East
GM-14440_12180,United States,Troy,New York,12180,East
LC-16885_28403,United States,Wilmington,North Carolina,28403,South
BT-11305_98105,United States,Seattle,Washington,98105,West
CP-12085_10024,United States,New York City,New York,10024,East
SC-20680_31907,United States,Columbus,Georgia,31907,South
DK-13375_10024,United States,New York City,New York,10024,East
SE-20110_92627,United States,Costa Mesa,California,92627,West
LF-17185_77095,United States,Houston,Texas,77095,Central
ON-18715_27511,United States,Cary,North Carolina,27511,South
TB-21400_22304,United States,Alexandria,Virginia,22304,South
DF-13135_94591,United States,Vallejo,California,94591,West
EP-13915_19120,United States,Philadelphia,Pennsylvania,19120,East
SK-19990_43615,United States,Toledo,Ohio,43615,East
FH-14350_98105,United States,Seattle,Washington,98105,West
EH-13945_7060,United States,Plainfield,New Jersey,7060,East
JE-15715_88001,United States,Las Cruces,New Mexico,88001,West
KL-16645_19711,United States,Newark,Delaware,19711,East
EB-13750_35244,United States,Hoover,Alabama,35244,South
BD-11725_43055,United States,Newark,Ohio,43055,East
MS-17530_92037,United States,San Diego,California,92037,West
SC-20770_94122,United States,San Francisco,California,94122,West
FM-14380_28540,United States,Jacksonville,North Carolina,28540,South
KT-16480_2038,United States,Franklin,Massachusetts,2038,East
AP-10720_75034,United States,Frisco,Texas,75034,Central
RH-19555_32303,United States,Tallahassee,Florida,32303,South
CS-11950_98115,United States,Seattle,Washington,98115,West
TM-21010_95687,United States,Vacaville,California,95687,West
HF-14995_90008,United States,Los Angeles,California,90008,West
GA-14515_94122,United States,San Francisco,California,94122,West
ES-14020_10035,United States,New York City,New York,10035,East
JP-16135_31907,United States,Columbus,Georgia,31907,South
Dp-13240_84107,United States,Murray,Utah,84107,West
NK-18490_94110,United States,San Francisco,California,94110,West
PL-18925_19140,United States,Philadelphia,Pennsylvania,19140,East
RW-19690_19134,United States,Philadelphia,Pennsylvania,19134,East
MO-17950_75220,United States,Dallas,Texas,75220,Central
JJ-15445_53186,United States,Waukesha,Wisconsin,53186,Central
BT-11680_33311,United States,Fort Lauderdale,Florida,33311,South
RD-19585_48205,United States,Detroit,Michigan,48205,Central
ML-17755_45503,United States,Springfield,Ohio,45503,East
JE-15745_92037,United States,San Diego,California,92037,West
ER-13855_80906,United States,Colorado Springs,Colorado,80906,West
JM-15535_93309,United States,Bakersfield,California,93309,West
SS-20140_33068,United States,Pompano Beach,Florida,33068,South
TC-21295_10035,United States,New York City,New York,10035,East
HG-15025_55044,United States,Lakeville,Minnesota,55044,Central
LD-17005_48234,United States,Detroit,Michigan,48234,Central
AS-10285_19134,United States,Philadelphia,Pennsylvania,19134,East
MP-17965_45373,United States,Troy,Ohio,45373,East
CD-12790_90036,United States,Los Angeles,California,90036,West
MD-17860_78415,United States,Corpus Christi,Texas,78415,Central
BM-11650_68104,United States,Omaha,Nebraska,68104,Central
KN-16450_90278,United States,Redondo Beach,California,90278,West
IG-15085_72209,United States,Little Rock,Arkansas,72209,South
JS-15595_33180,United States,Miami,Florida,33180,South
GA-14725_97301,United States,Salem,Oregon,97301,West
DL-13330_88001,United States,Las Cruces,New Mexico,88001,West
CS-12505_94122,United States,San Francisco,California,94122,West
CC-12145_79907,United States,El Paso,Texas,79907,Central
MH-18025_98115,United States,Seattle,Washington,98115,West
MP-18175_53209,United States,Milwaukee,Wisconsin,53209,Central
DR-12940_2038,United States,Franklin,Massachusetts,2038,East
DM-13015_92024,United States,Encinitas,California,92024,West
BD-11620_92804,United States,Anaheim,California,92804,West
DC-12850_76017,United States,Arlington,Texas,76017,Central
MT-18070_77041,United States,Houston,Texas,77041,Central
MJ-17740_43130,United States,Lancaster,Ohio,43130,East
ND-18370_97206,United States,Portland,Oregon,97206,West
CA-11965_35244,United States,Hoover,Alabama,35244,South
GA-14725_90036,United States,Los Angeles,California,90036,West
TC-21295_32303,United States,Tallahassee,Florida,32303,South
JB-15400_10009,United States,New York City,New York,10009,East
CK-12325_23320,United States,Chesapeake,Virginia,23320,South
RL-19615_28314,United States,Fayetteville,North Carolina,28314,South
AC-10660_77340,United States,Huntsville,Texas,77340,Central
BH-11710_19140,United States,Philadelphia,Pennsylvania,19140,East
BG-11695_60098,United States,Woodstock,Illinois,60098,Central
XP-21865_2149,United States,Everett,Massachusetts,2149,East
SN-20560_60653,United States,Chicago,Illinois,60653,Central
DM-13345_30076,United States,Roswell,Georgia,30076,South
AJ-10780_32137,United States,Palm Coast,Florida,32137,South
KC-16255_19120,United States,Philadelphia,Pennsylvania,19120,East
VF-21715_47201,United States,Columbus,Indiana,47201,Central
SV-20935_11572,United States,Oceanside,New York,11572,East
EM-13810_2038,United States,Franklin,Massachusetts,2038,East
RB-19360_57103,United States,Sioux Falls,South Dakota,57103,Central
DJ-13510_92037,United States,San Diego,California,92037,West
CC-12370_28314,United States,Fayetteville,North Carolina,28314,South
SC-20380_30318,United States,Atlanta,Georgia,30318,South
RH-19495_32839,United States,Orlando,Florida,32839,South
JK-15370_94122,United States,San Francisco,California,94122,West
AF-10885_43615,United States,Toledo,Ohio,43615,East
LC-16885_33710,United States,Saint Petersburg,Florida,33710,South
BF-11275_85705,United States,Tucson,Arizona,85705,West
SC-20800_90036,United States,Los Angeles,California,90036,West
SW-20275_92105,United States,San Diego,California,92105,West
MC-17845_10035,United States,New York City,New York,10035,East
TD-20995_92037,United States,San Diego,California,92037,West
Dp-13240_7090,United States,Westfield,New Jersey,7090,East
SD-20485_7050,United States,Orange,New Jersey,7050,East
TM-21010_60098,United States,Woodstock,Illinois,60098,Central
BK-11260_94110,United States,San Francisco,California,94110,West
JF-15490_94122,United States,San Francisco,California,94122,West
EP-13915_85281,United States,Tempe,Arizona,85281,West
EP-13915_90008,United States,Los Angeles,California,90008,West
KH-16630_98105,United States,Seattle,Washington,98105,West
HG-14845_70601,United States,Lake Charles,Louisiana,70601,South
JC-16105_14609,United States,Rochester,New York,14609,East
KM-16720_11561,United States,Long Beach,New York,11561,East
EB-13975_28205,United States,Charlotte,North Carolina,28205,South
PW-19240_77036,United States,Houston,Texas,77036,Central
PG-18895_10035,United States,New York City,New York,10035,East
DB-12910_31907,United States,Columbus,Georgia,31907,South
CR-12730_60610,United States,Chicago,Illinois,60610,Central
KH-16330_60035,United States,Highland Park,Illinois,60035,Central
DL-12925_55122,United States,Eagan,Minnesota,55122,Central
ME-17725_98103,United States,Seattle,Washington,98103,West
VD-21670_33065,United States,Coral Springs,Florida,33065,South
CK-12205_11550,United States,Hempstead,New York,11550,East
DL-12925_46060,United States,Noblesville,Indiana,46060,Central
SE-20110_75220,United States,Dallas,Texas,75220,Central
LS-17200_19140,United States,Philadelphia,Pennsylvania,19140,East
MM-17920_94109,United States,San Francisco,California,94109,West
DB-13270_78745,United States,Austin,Texas,78745,Central
RW-19630_48234,United States,Detroit,Michigan,48234,Central
JM-16195_13601,United States,Watertown,New York,13601,East
BP-11155_31907,United States,Columbus,Georgia,31907,South
CT-11995_55124,United States,Apple Valley,Minnesota,55124,Central
TH-21550_27217,United States,Burlington,North Carolina,27217,South
ME-17320_48601,United States,Saginaw,Michigan,48601,Central
TT-21220_94109,United States,San Francisco,California,94109,West
GT-14710_98105,United States,Seattle,Washington,98105,West
JD-16150_53209,United States,Milwaukee,Wisconsin,53209,Central
MC-18100_90049,United States,Los Angeles,California,90049,West
LH-17020_94122,United States,San Francisco,California,94122,West
MP-18175_92024,United States,San Diego,California,92024,West
EM-14140_85301,United States,Glendale,Arizona,85301,West
GG-14650_10035,United States,New York City,New York,10035,East
MA-17995_13601,United States,Watertown,New York,13601,East
SH-20395_45503,United States,Springfield,Ohio,45503,East
KT-16465_90032,United States,Los Angeles,California,90032,West
PO-19180_98115,United States,Seattle,Washington,98115,West
AY-10555_92054,United States,Oceanside,California,92054,West
Co-12640_60076,United States,Skokie,Illinois,60076,Central
JF-15565_28314,United States,Fayetteville,North Carolina,28314,South
AR-10510_74133,United States,Tulsa,Oklahoma,74133,Central
AG-10675_75002,United States,Allen,Texas,75002,Central
DV-13045_19143,United States,Philadelphia,Pennsylvania,19143,East
HL-15040_14609,United States,Rochester,New York,14609,East
ND-18370_29464,United States,Mount Pleasant,South Carolina,29464,South
GB-14575_19134,United States,Philadelphia,Pennsylvania,19134,East
CL-12565_98115,United States,Seattle,Washington,98115,West
RC-19960_97477,United States,Springfield,Oregon,97477,West
JB-16045_31907,United States,Columbus,Georgia,31907,South
MC-17635_90032,United States,Los Angeles,California,90032,West
TT-21265_10024,United States,New York City,New York,10024,East
MJ-17740_48227,United States,Detroit,Michigan,48227,Central
AT-10735_95207,United States,Stockton,California,95207,West
PB-19150_85023,United States,Phoenix,Arizona,85023,West
NW-18400_19120,United States,Philadelphia,Pennsylvania,19120,East
VP-21730_48310,United States,Sterling Heights,Michigan,48310,Central
RD-19810_14609,United States,Rochester,New York,14609,East
MG-17875_10011,United States,New York City,New York,10011,East
PA-19060_54703,United States,Eau Claire,Wisconsin,54703,Central
CR-12730_10009,United States,New York City,New York,10009,East
AA-10375_91730,United States,Rancho Cucamonga,California,91730,West
JG-15160_42071,United States,Murray,Kentucky,42071,South
RR-19525_43615,United States,Toledo,Ohio,43615,East
SR-20425_80027,United States,Louisville,Colorado,80027,West
LS-16975_10035,United States,New York City,New York,10035,East
MH-18115_78577,United States,Pharr,Texas,78577,Central
SC-20095_84084,United States,West Jordan,Utah,84084,West
JB-16000_78521,United States,Brownsville,Texas,78521,Central
AC-10450_10011,United States,New York City,New York,10011,East
MO-17800_19140,United States,Philadelphia,Pennsylvania,19140,East
RB-19645_59102,United States,Billings,Montana,59102,West
AI-10855_23320,United States,Chesapeake,Virginia,23320,South
DR-12880_97030,United States,Gresham,Oregon,97030,West
DM-12955_48146,United States,Lincoln Park,Michigan,48146,Central
JH-16180_97030,United States,Gresham,Oregon,97030,West
AB-10060_19143,United States,Philadelphia,Pennsylvania,19143,East
BD-11605_71203,United States,Monroe,Louisiana,71203,South
AS-10045_91104,United States,Pasadena,California,91104,West
ZD-21925_37421,United States,Chattanooga,Tennessee,37421,South
KF-16285_90805,United States,Long Beach,California,90805,West
BP-11230_45373,United States,Troy,Ohio,45373,East
CC-12430_55407,United States,Minneapolis,Minnesota,55407,Central
DB-13615_98105,United States,Seattle,Washington,98105,West
TC-21475_31907,United States,Columbus,Georgia,31907,South
NZ-18565_83642,United States,Meridian,Idaho,83642,West
SW-20350_48227,United States,Detroit,Michigan,48227,Central
TS-21370_60623,United States,Chicago,Illinois,60623,Central
DM-13345_43055,United States,Newark,Ohio,43055,East
RE-19450_75081,United States,Dallas,Texas,75081,Central
JD-16150_19711,United States,Newark,Delaware,19711,East
BF-11215_87105,United States,Albuquerque,New Mexico,87105,West
ML-17755_43615,United States,Toledo,Ohio,43615,East
YC-21895_19711,United States,Newark,Delaware,19711,East
LR-16915_90045,United States,Los Angeles,California,90045,West
BS-11755_90032,United States,Los Angeles,California,90032,West
KM-16375_75217,United States,Dallas,Texas,75217,Central
BT-11530_92037,United States,San Diego,California,92037,West
KB-16405_92307,United States,Apple Valley,California,92307,West
DW-13480_40214,United States,Louisville,Kentucky,40214,South
JC-15340_10024,United States,New York City,New York,10024,East
TP-21415_77070,United States,Houston,Texas,77070,Central
DB-12910_42420,United States,Henderson,Kentucky,42420,South
BH-11710_19711,United States,Newark,Delaware,19711,East
TD-20995_60440,United States,Bolingbrook,Illinois,60440,Central
CV-12805_76106,United States,Fort Worth,Texas,76106,Central
CS-12355_10024,United States,New York City,New York,10024,East
JG-15310_2908,United States,Providence,Rhode Island,2908,East
JP-16135_43229,United States,Columbus,Ohio,43229,East
EC-14050_10024,United States,New York City,New York,10024,East
KH-16630_77070,United States,Houston,Texas,77070,Central
FG-14260_60505,United States,Aurora,Illinois,60505,Central
AA-10480_65807,United States,Springfield,Missouri,65807,Central
MS-17770_98105,United States,Seattle,Washington,98105,West
JE-15610_33801,United States,Lakeland,Florida,33801,South
EB-14110_19134,United States,Philadelphia,Pennsylvania,19134,East
BP-11155_10011,United States,New York City,New York,10011,East
CC-12100_90049,United States,Los Angeles,California,90049,West
JP-15460_11572,United States,Oceanside,New York,11572,East
LS-16975_75081,United States,Dallas,Texas,75081,Central
JL-15850_10035,United States,New York City,New York,10035,East
CY-12745_78207,United States,San Antonio,Texas,78207,Central
RB-19360_45231,United States,Cincinnati,Ohio,45231,East
AR-10825_78745,United States,Austin,Texas,78745,Central
CS-11845_98105,United States,Seattle,Washington,98105,West
AR-10825_90004,United States,Los Angeles,California,90004,West
RD-19810_10035,United States,New York City,New York,10035,East
KH-16510_98103,United States,Seattle,Washington,98103,West
NF-18385_43055,United States,Newark,Ohio,43055,East
SM-20950_55369,United States,Maple Grove,Minnesota,55369,Central
GH-14410_85301,United States,Glendale,Arizona,85301,West
EM-13810_10009,United States,New York City,New York,10009,East
DB-13210_28540,United States,Jacksonville,North Carolina,28540,South
PT-19090_77070,United States,Houston,Texas,77070,Central
HF-14995_94109,United States,San Francisco,California,94109,West
KW-16435_48911,United States,Lansing,Michigan,48911,Central
KC-16675_32303,United States,Tallahassee,Florida,32303,South
PK-19075_29203,United States,Columbia,South Carolina,29203,South
KT-16465_60623,United States,Chicago,Illinois,60623,Central
EP-13915_48227,United States,Detroit,Michigan,48227,Central
AP-10915_80525,United States,Fort Collins,Colorado,80525,West
SH-20395_10024,United States,New York City,New York,10024,East
SM-20950_10011,United States,New York City,New York,10011,East
BM-11650_21044,United States,Columbia,Maryland,21044,East
TC-20980_77041,United States,Houston,Texas,77041,Central
KB-16585_1852,United States,Lowell,Massachusetts,1852,East
JE-16165_95695,United States,Woodland,California,95695,West
DR-12940_60610,United States,Chicago,Illinois,60610,Central
RW-19630_10035,United States,New York City,New York,10035,East
ML-18040_77489,United States,Missouri City,Texas,77489,Central
JL-15130_77036,United States,Houston,Texas,77036,Central
CM-12655_39212,United States,Jackson,Mississippi,39212,South
FH-14365_10009,United States,New York City,New York,10009,East
EH-13945_85281,United States,Tempe,Arizona,85281,West
TB-21280_28540,United States,Jacksonville,North Carolina,28540,South
AH-10030_19134,United States,Philadelphia,Pennsylvania,19134,East
TT-21070_44312,United States,Akron,Ohio,44312,East
RD-19900_92037,United States,San Diego,California,92037,West
LA-16780_93727,United States,Fresno,California,93727,West
SH-19975_77581,United States,Pearland,Texas,77581,Central
SF-20200_47374,United States,Richmond,Indiana,47374,Central
TH-21235_19134,United States,Philadelphia,Pennsylvania,19134,East
VG-21790_94403,United States,San Mateo,California,94403,West
NP-18325_94601,United States,Oakland,California,94601,West
FH-14275_10024,United States,New York City,New York,10024,East
JP-15460_8701,United States,Lakewood,New Jersey,8701,East
ES-14080_85281,United States,Tempe,Arizona,85281,West
KL-16645_10035,United States,New York City,New York,10035,East
BN-11515_10009,United States,New York City,New York,10009,East
ND-18370_77095,United States,Houston,Texas,77095,Central
JL-15130_92503,United States,Riverside,California,92503,West
RC-19825_6824,United States,Fairfield,Connecticut,6824,East
CC-12475_10024,United States,New York City,New York,10024,East
DW-13195_77095,United States,Houston,Texas,77095,Central
CK-12760_22204,United States,Arlington,Virginia,22204,South
EG-13900_60623,United States,Chicago,Illinois,60623,Central
SJ-20215_75051,United States,Grand Prairie,Texas,75051,Central
BP-11185_98103,United States,Seattle,Washington,98103,West
SJ-20125_98103,United States,Seattle,Washington,98103,West
MC-17590_49505,United States,Grand Rapids,Michigan,49505,Central
BG-11740_19120,United States,Philadelphia,Pennsylvania,19120,East
MA-17560_60610,United States,Chicago,Illinois,60610,Central
CC-12220_98105,United States,Seattle,Washington,98105,West
RA-19885_32216,United States,Jacksonville,Florida,32216,South
DK-12835_37064,United States,Franklin,Tennessee,37064,South
LB-16795_60035,United States,Highland Park,Illinois,60035,Central
CM-11815_77506,United States,Pasadena,Texas,77506,Central
TS-21205_94109,United States,San Francisco,California,94109,West
RF-19345_33180,United States,Miami,Florida,33180,South
JF-15565_19120,United States,Philadelphia,Pennsylvania,19120,East
EH-14185_35601,United States,Decatur,Alabama,35601,South
VW-21775_57103,United States,Sioux Falls,South Dakota,57103,Central
KN-16450_93277,United States,Visalia,California,93277,West
SJ-20215_90049,United States,Los Angeles,California,90049,West
PS-19045_90032,United States,Los Angeles,California,90032,West
KM-16225_66212,United States,Overland Park,Kansas,66212,Central
GM-14695_22304,United States,Alexandria,Virginia,22304,South
KT-16465_27604,United States,Raleigh,North Carolina,27604,South
MH-17785_10035,United States,New York City,New York,10035,East
AF-10885_45014,United States,Fairfield,Ohio,45014,East
JP-16135_74403,United States,Muskogee,Oklahoma,74403,Central
RD-19585_92592,United States,Temecula,California,92592,West
JF-15295_48310,United States,Sterling Heights,Michigan,48310,Central
CK-12595_92024,United States,San Diego,California,92024,West
KH-16510_75081,United States,Dallas,Texas,75081,Central
CM-12655_10035,United States,New York City,New York,10035,East
EB-13870_85023,United States,Phoenix,Arizona,85023,West
MW-18235_94122,United States,San Francisco,California,94122,West
CS-11950_19140,United States,Philadelphia,Pennsylvania,19140,East
SP-20620_78041,United States,Laredo,Texas,78041,Central
GT-14635_10009,United States,New York City,New York,10009,East
LW-17215_10035,United States,New York City,New York,10035,East
AH-10030_39503,United States,Gulfport,Mississippi,39503,South
TH-21100_92037,United States,San Diego,California,92037,West
HG-15025_11572,United States,Oceanside,New York,11572,East
EB-13750_78664,United States,Round Rock,Texas,78664,Central
SC-20725_92374,United States,Redlands,California,92374,West
TS-21505_38401,United States,Columbia,Tennessee,38401,South
TH-21550_10009,United States,New York City,New York,10009,East
KD-16270_77095,United States,Houston,Texas,77095,Central
GM-14455_60653,United States,Chicago,Illinois,60653,Central
PR-18880_94601,United States,Oakland,California,94601,West
TB-21055_2169,United States,Quincy,Massachusetts,2169,East
ON-18715_92399,United States,Yucaipa,California,92399,West
AH-10195_60623,United States,Chicago,Illinois,60623,Central
NM-18520_98105,United States,Seattle,Washington,98105,West
AR-10510_10024,United States,New York City,New York,10024,East
BM-11650_92037,United States,San Diego,California,92037,West
CA-12310_6010,United States,Bristol,Connecticut,6010,East
NF-18595_60610,United States,Chicago,Illinois,60610,Central
AF-10870_60610,United States,Chicago,Illinois,60610,Central
TC-21535_10024,United States,New York City,New York,10024,East
Dp-13240_2151,United States,Revere,Massachusetts,2151,East
MC-17425_77036,United States,Houston,Texas,77036,Central
LC-17050_92691,United States,Mission Viejo,California,92691,West
BM-11650_75217,United States,Dallas,Texas,75217,Central
NW-18400_89115,United States,Las Vegas,Nevada,89115,West
TB-21280_73071,United States,Norman,Oklahoma,73071,Central
BS-11755_94122,United States,San Francisco,California,94122,West
SO-20335_11550,United States,Hempstead,New York,11550,East
CS-12490_77301,United States,Conroe,Texas,77301,Central
PO-19180_77095,United States,Houston,Texas,77095,Central
TD-20995_19120,United States,Philadelphia,Pennsylvania,19120,East
SP-20620_33614,United States,Tampa,Florida,33614,South
MS-17365_10035,United States,New York City,New York,10035,East
Dp-13240_28205,United States,Charlotte,North Carolina,28205,South
DB-13660_75081,United States,Dallas,Texas,75081,Central
MG-17650_98103,United States,Seattle,Washington,98103,West
EH-14185_77506,United States,Pasadena,Texas,77506,Central
CL-11890_19143,United States,Philadelphia,Pennsylvania,19143,East
KF-16285_46203,United States,Indianapolis,Indiana,46203,Central
DH-13075_40475,United States,Richmond,Kentucky,40475,South
LA-16780_60477,United States,Tinley Park,Illinois,60477,Central
HZ-14950_77095,United States,Houston,Texas,77095,Central
CM-12190_90004,United States,Los Angeles,California,90004,West
LB-16795_43229,United States,Columbus,Ohio,43229,East
JF-15490_43229,United States,Columbus,Ohio,43229,East
GM-14695_94122,United States,San Francisco,California,94122,West
SS-20590_53711,United States,Madison,Wisconsin,53711,Central
TC-21475_80013,United States,Aurora,Colorado,80013,West
CC-12430_10024,United States,New York City,New York,10024,East
CL-12565_90004,United States,Los Angeles,California,90004,West
DE-13255_52001,United States,Dubuque,Iowa,52001,Central
SZ-20035_43130,United States,Lancaster,Ohio,43130,East
LF-17185_90301,United States,Inglewood,California,90301,West
AB-10165_98006,United States,Bellevue,Washington,98006,West
NM-18520_60610,United States,Chicago,Illinois,60610,Central
RA-19945_75217,United States,Dallas,Texas,75217,Central
PO-19195_94122,United States,San Francisco,California,94122,West
KA-16525_10024,United States,New York City,New York,10024,East
JD-16150_10011,United States,New York City,New York,10011,East
JO-15145_19140,United States,Philadelphia,Pennsylvania,19140,East
LE-16810_19711,United States,Newark,Delaware,19711,East
AH-10690_10024,United States,New York City,New York,10024,East
KN-16705_36830,United States,Auburn,Alabama,36830,South
TB-21250_90049,United States,Los Angeles,California,90049,West
DP-13390_94110,United States,San Francisco,California,94110,West
KN-16705_27604,United States,Raleigh,North Carolina,27604,South
ST-20530_31204,United States,Macon,Georgia,31204,South
EB-13870_37211,United States,Nashville,Tennessee,37211,South
AH-10210_37211,United States,Nashville,Tennessee,37211,South
AS-10090_19143,United States,Philadelphia,Pennsylvania,19143,East
EM-13825_75081,United States,Dallas,Texas,75081,Central
KA-16525_8861,United States,Perth Amboy,New Jersey,8861,East
HJ-14875_32216,United States,Jacksonville,Florida,32216,South
ND-18370_32216,United States,Jacksonville,Florida,32216,South
